V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228
27,5,27,59,6,2,84,8,728,3,3,1,3,18,7,2,6,3,1,2,2,6,1,2,120,9,8,1,16,2,2,4,10,5,10,4,4,4,33,9,44,7,7,4,4,0,26,37,0,7,18,19,15,4,0,7,1,2,1,2,23,2,5,3,0,5,0,13,2,2,55,153,12,39,40,10,0,105,10,1,3,11,5,30,2,6,3,108,10,5,6,3,2,35,10,13,3,4,115,6,2,165,1,30,11,0,48,422,7,5,0,3,15,1124,180,2,2,6,4,0,41,3,7,2,2,2,8,2,24,0,3,2,17,3,10,0,20,1,2,3,1,9,6,2,1,0,18,13,9,7,2,5,29,159,54,7,43,2,0,12,2,40,4,4,43,36,78,1,110,0,7,0,31,49,0,293,7,54,6,31,90,12,7,16,0,2,187,26,1,40,3,4,128,8,4,8,0,2,2,1,4,7,11,0,59,29,37,46,12,6,18,6,20,8,4,2,14,165,2,16,0,7,5,7,84,12,8,3
52,11,21,82,8,2,82,7,512,10,1,1,5,21,2,5,7,6,1,0,2,5,0,3,392,18,7,39,16,5,4,11,3,8,6,2,2,16,45,0,47,1,4,2,7,3,12,33,7,7,21,30,54,13,2,14,1,12,3,4,8,0,13,1,1,2,1,24,0,1,61,76,2,30,24,3,4,43,12,14,44,7,22,106,7,12,6,29,12,6,8,7,2,19,7,11,5,5,240,34,3,8,0,27,22,0,54,496,4,9,17,2,54,444,149,43,44,2,2,2,72,0,15,3,2,5,51,9,9,5,2,2,14,0,43,2,22,1,1,7,0,12,7,13,3,6,5,20,8,0,13,4,19,144,70,10,70,17,4,14,1,35,15,1,29,20,47,3,186,0,14,1,9,18,0,69,2,53,9,77,73,4,52,11,1,13,205,19,7,6,0,8,30,3,4,16,1,10,11,4,56,1,2,4,25,21,18,219,63,1,22,9,55,5,1,3,18,62,1,15,1,3,9,1,103,30,11,13
4,7,14,30,10,4,82,7,1353,3,8,5,5,7,3,1,3,7,2,0,0,5,2,2,45,477,10,41,19,13,9,6,7,1,1,8,4,4,48,5,56,4,8,3,3,1,50,64,2,10,24,42,26,14,1,14,2,0,4,5,4,0,19,9,0,6,0,4,3,5,49,279,56,2,11,3,0,31,14,3,46,6,7,759,8,7,1,10,5,5,5,3,1,27,7,5,3,3,106,9,3,103,2,30,32,0,50,464,22,7,3,4,56,875,208,1,12,1,5,1,9,5,22,5,5,1,53,7,63,2,4,1,4,3,49,2,27,2,3,2,0,2,4,2,3,1,13,64,10,8,13,10,19,141,2,4,57,9,4,15,5,30,5,3,29,18,150,2,38,6,13,4,52,2,2,348,1,87,10,15,87,14,3,9,2,10,237,16,3,97,1,4,105,5,3,18,1,4,6,0,43,8,2,1,147,10,42,41,8,27,80,0,34,3,3,4,23,398,2,14,6,6,2,0,6,99,9,6
4,5,15,71,12,5,100,8,283,14,2,0,6,3,6,2,11,15,0,0,1,6,1,4,248,9,5,2,23,7,2,3,22,6,7,2,3,9,9,12,48,7,9,0,6,0,53,37,2,15,15,17,27,16,1,11,1,2,1,5,13,6,13,2,1,7,0,9,1,2,27,3,9,25,3,6,0,31,18,25,13,4,24,16,2,4,2,29,8,15,4,2,1,9,7,3,5,5,13,3,1,13,3,28,4,0,56,518,2,3,5,0,2,7,22,34,5,1,2,1,13,0,15,1,0,0,5,11,37,0,5,0,10,1,6,1,12,2,5,1,1,11,9,5,2,3,15,4,2,8,4,10,10,163,4,3,37,9,1,12,0,19,5,6,60,60,79,2,7,1,13,1,7,45,0,274,2,32,12,32,23,13,28,6,8,6,60,27,1,89,1,4,81,10,4,21,3,3,6,11,55,3,9,5,119,24,15,155,52,14,52,9,31,2,3,2,11,105,3,17,1,4,3,4,58,88,8,7
2,4,17,24,11,2,27,5,80,9,3,1,3,10,6,2,4,9,1,1,4,6,0,1,299,20,8,32,34,7,12,9,19,9,2,7,0,12,24,7,25,3,3,2,4,3,92,30,4,8,9,47,66,3,4,4,4,3,1,9,13,2,5,3,0,3,0,17,4,1,60,191,18,0,9,10,4,50,33,20,15,2,33,20,5,4,1,81,8,11,5,1,2,39,12,0,1,9,222,10,7,62,1,29,22,0,36,322,22,7,1,4,16,502,29,1,4,7,7,4,40,0,20,0,1,5,31,13,16,1,2,1,19,1,53,2,6,0,5,1,0,8,13,4,7,2,12,41,26,5,4,5,8,130,51,2,96,7,1,12,1,80,5,8,35,88,3,2,80,0,10,1,4,58,2,122,9,42,16,40,15,3,53,20,2,3,71,16,11,139,1,3,151,2,2,13,1,5,8,4,1,1,15,3,3,14,32,241,82,10,47,3,48,11,4,4,28,4,6,22,0,3,5,9,119,84,6,9
1,7,21,19,2,5,91,8,339,4,4,2,1,4,8,5,14,5,1,3,3,3,2,1,204,6,6,19,22,12,2,4,0,5,1,3,4,7,17,9,24,1,7,1,3,0,1,42,2,7,5,29,12,8,2,2,2,3,0,15,2,2,11,1,1,4,0,2,2,2,48,1,12,42,44,1,5,118,36,11,40,10,30,498,2,11,6,68,15,2,7,5,1,17,5,1,3,4,146,10,4,77,0,45,22,0,35,394,11,1,0,2,52,618,389,41,7,0,4,1,10,1,13,3,2,2,6,8,10,2,1,4,13,5,37,1,20,0,2,5,1,16,4,11,5,5,12,42,5,4,2,12,21,169,2,13,33,16,1,14,1,52,12,3,5,53,6,1,73,2,13,0,59,51,1,26,3,15,4,68,172,5,43,12,3,15,65,3,5,5,3,8,11,12,7,15,1,3,16,4,2,4,4,3,1,24,17,152,20,6,27,1,27,8,2,3,10,81,7,19,3,3,10,11,6,63,21,3
52,3,22,19,7,1,71,7,200,4,4,3,5,12,3,2,6,13,2,1,1,14,0,1,213,410,3,107,26,18,3,13,7,11,6,16,1,10,29,7,23,14,9,1,6,2,76,27,5,7,11,38,85,21,6,1,2,6,0,5,8,1,28,0,0,4,4,13,0,2,20,0,29,23,62,8,3,64,11,14,36,5,34,219,1,21,0,41,7,1,10,6,2,27,17,6,2,3,102,5,2,51,5,30,3,0,33,409,11,2,0,1,13,8,206,74,23,4,4,1,88,8,14,2,0,4,6,11,29,1,9,2,10,3,73,4,7,0,4,1,0,22,19,4,5,2,41,16,14,5,8,7,20,39,5,7,118,12,0,19,2,1,4,8,2,88,44,4,16,0,12,0,3,2,0,406,1,7,11,46,108,4,28,12,2,9,179,19,3,9,2,10,136,11,7,20,1,12,13,13,34,3,9,0,67,10,21,37,76,18,19,4,42,1,2,2,10,5,9,15,1,8,8,2,8,33,11,9
14,11,13,62,10,2,59,3,689,3,4,0,6,11,3,5,1,10,2,1,2,5,2,4,311,7,22,46,31,16,6,10,2,5,3,20,2,3,26,8,10,10,3,2,3,2,76,34,7,5,14,13,34,10,1,17,2,8,1,7,10,1,4,5,0,0,2,70,2,3,26,61,12,30,33,7,5,61,21,18,32,3,21,401,1,22,1,8,6,5,9,6,1,23,2,1,6,3,176,4,5,5,2,40,16,0,42,261,10,9,3,11,19,200,188,69,17,1,6,0,6,1,13,0,1,5,86,7,6,1,4,3,5,0,28,1,22,1,4,1,0,4,11,3,7,2,29,39,19,12,3,6,13,140,59,14,78,12,2,37,1,1,12,4,71,49,59,4,2,0,9,2,140,37,2,321,2,8,4,44,21,7,22,4,9,5,92,3,9,4,1,7,48,9,10,11,1,6,23,11,28,1,6,2,131,23,16,148,47,3,37,5,35,5,0,1,16,115,3,21,2,2,8,2,86,16,6,2
50,8,17,25,10,4,83,2,334,9,6,1,2,16,4,0,10,6,5,5,0,3,0,1,322,239,31,57,24,21,25,7,9,13,3,10,2,4,4,8,18,9,6,3,1,0,4,54,1,6,14,51,76,4,1,7,1,5,0,5,1,1,10,2,1,10,0,41,2,1,12,2,83,90,31,6,1,40,15,6,42,3,40,277,1,8,3,47,18,5,6,1,1,29,17,11,9,2,9,11,9,53,2,12,15,0,50,361,5,4,8,0,12,896,80,93,63,0,1,1,42,2,18,0,1,4,52,17,16,0,1,0,8,0,33,0,42,2,1,2,0,18,13,8,2,3,43,2,20,22,2,13,26,147,85,16,90,3,3,30,0,67,2,4,28,5,5,3,104,1,11,2,94,42,3,198,5,36,7,43,90,10,8,8,3,9,137,10,13,4,1,2,141,11,9,10,0,1,13,4,30,2,3,1,1,1,28,170,10,17,46,5,30,6,5,1,40,167,1,15,5,3,4,7,69,10,2,8
5,9,20,58,12,3,72,3,60,0,6,0,8,6,1,2,3,6,3,2,1,5,2,3,92,868,9,0,15,6,6,1,21,1,4,8,8,5,2,8,49,10,7,2,0,1,58,27,4,3,36,23,28,17,4,4,1,6,4,5,16,5,23,1,5,9,0,18,0,2,10,40,15,19,15,5,2,59,21,13,32,5,10,279,1,14,3,63,21,1,4,3,3,17,14,7,3,3,15,12,7,60,3,31,8,0,62,620,8,0,5,1,44,339,245,81,21,0,6,1,13,0,19,2,3,4,42,2,79,2,6,0,13,3,44,1,19,1,0,6,0,15,4,3,0,0,11,19,8,12,4,3,11,41,7,19,61,6,5,9,1,4,5,3,29,44,86,2,6,2,16,1,53,3,1,221,2,14,10,10,200,11,7,11,2,7,41,15,5,66,1,3,13,8,15,22,3,2,1,1,39,4,5,1,92,9,19,189,11,12,25,0,28,4,2,0,17,135,9,14,2,1,5,4,7,66,7,11
18,5,21,16,9,2,82,4,258,13,5,1,6,13,2,6,6,4,2,1,1,4,3,2,238,386,20,38,18,8,3,7,27,6,2,3,1,12,25,10,19,8,12,4,0,1,4,34,2,11,11,41,14,11,2,21,1,2,5,13,21,0,21,6,0,10,0,11,1,3,56,78,7,11,19,1,1,37,6,25,24,13,31,3,6,14,0,28,28,6,4,0,0,13,7,5,1,3,102,10,2,51,1,19,10,0,47,18,16,12,9,5,59,303,19,52,2,9,3,2,13,2,5,0,1,1,41,13,64,1,1,1,19,2,23,1,9,1,7,2,0,10,16,2,3,0,10,32,17,8,11,5,12,97,9,6,63,21,8,10,0,34,4,4,3,20,42,2,6,1,8,0,6,61,3,358,4,44,10,4,12,3,1,6,2,8,31,11,2,54,1,5,173,11,8,10,2,7,4,6,41,3,7,3,3,21,24,136,47,37,15,7,28,2,2,1,26,59,17,25,3,3,9,3,16,76,3,6
25,11,17,56,6,7,103,9,1044,14,10,2,6,12,9,2,8,8,2,2,2,7,2,3,127,276,11,76,26,25,23,15,15,1,4,16,1,10,10,3,40,2,10,3,2,3,69,41,1,22,29,51,73,4,1,15,0,7,4,5,4,2,39,11,6,10,1,70,2,3,71,355,39,4,9,8,1,3,21,8,44,1,12,379,5,11,3,100,21,9,11,8,3,31,11,8,6,3,81,14,5,120,3,19,15,0,75,668,11,4,9,2,26,708,48,2,11,3,10,0,51,1,30,2,3,1,58,10,34,1,3,2,15,4,2,2,9,1,2,3,0,15,20,13,0,3,32,51,6,9,1,21,21,126,3,9,99,23,2,21,3,29,3,3,6,18,8,3,179,1,16,1,128,63,3,105,3,77,13,67,91,7,66,9,5,1,85,27,10,140,1,11,6,7,7,19,1,7,13,7,4,2,5,0,74,15,21,41,70,5,64,2,53,6,0,3,14,133,13,29,8,1,4,5,77,54,6,7
37,15,11,49,8,3,30,4,315,21,4,2,6,13,3,3,13,4,0,0,3,7,4,1,389,17,19,27,43,7,7,3,12,3,5,9,6,9,27,6,18,5,3,3,4,2,26,41,2,17,31,34,81,29,4,16,3,7,1,4,1,2,13,4,3,12,0,28,0,1,59,103,36,102,25,7,1,118,14,1,47,3,30,264,6,18,5,5,18,10,14,3,0,27,4,4,4,6,150,12,3,93,1,52,22,0,66,334,12,3,5,1,8,733,227,120,2,6,7,4,60,1,20,0,7,0,11,8,6,3,2,1,7,0,1,2,22,1,1,6,1,44,3,1,2,3,22,19,4,15,3,18,9,117,81,9,75,13,4,14,4,39,8,7,6,47,2,5,145,2,16,0,62,92,0,18,4,40,13,56,81,16,33,9,3,10,167,10,8,155,1,9,52,14,15,8,0,1,25,3,86,3,11,0,205,9,25,31,73,19,12,6,28,8,6,3,19,68,3,29,3,5,9,11,161,76,11,6
11,12,20,65,12,7,62,9,74,19,1,6,1,13,0,4,13,9,1,2,3,5,0,6,89,8,16,16,45,6,9,2,8,6,2,8,2,9,23,5,36,5,9,3,5,1,11,33,5,9,9,31,68,3,1,6,1,5,1,6,10,2,14,4,4,8,4,19,3,4,25,1,7,0,16,7,2,69,12,11,9,2,28,162,0,8,0,34,11,5,8,0,3,17,6,1,1,7,61,10,0,93,2,22,19,0,67,13,8,13,9,6,30,331,298,1,29,2,2,0,85,1,17,1,3,8,37,9,34,0,1,1,11,2,26,2,6,1,1,3,1,2,14,5,2,4,21,5,18,8,9,15,13,129,2,6,63,10,7,9,7,56,1,11,28,21,48,2,83,1,9,2,9,24,0,658,1,12,12,10,14,3,30,18,5,7,182,24,0,155,1,3,201,11,17,7,0,14,2,1,0,6,19,2,4,10,20,44,19,4,61,4,41,8,5,0,26,80,0,11,3,1,13,11,128,9,12,6
20,3,22,84,7,5,75,10,632,0,7,2,1,17,6,2,9,8,3,4,3,7,1,0,191,452,15,48,41,12,12,12,6,7,3,13,2,18,9,8,15,7,12,1,2,2,6,39,2,17,12,22,12,1,0,5,0,1,6,3,7,0,3,0,3,11,2,6,0,2,70,5,19,34,54,2,0,71,9,1,55,1,3,219,8,10,2,30,2,10,10,8,4,43,12,0,7,8,66,13,3,181,1,18,20,0,53,853,19,3,6,2,75,197,448,44,1,12,2,5,65,3,9,0,6,11,64,24,4,3,6,1,13,1,97,1,27,1,4,8,0,5,10,9,2,0,10,6,13,6,4,5,17,129,9,13,78,5,3,21,1,33,11,3,62,26,4,3,40,1,17,3,10,27,2,244,2,50,18,130,40,19,51,5,6,10,183,22,10,119,5,11,134,17,13,34,1,3,2,4,1,6,6,1,113,16,13,257,10,26,15,18,28,13,1,2,14,120,2,22,0,3,8,9,8,57,8,12
40,2,20,31,4,2,70,4,31,1,2,4,1,14,6,4,3,5,0,2,0,8,1,2,73,229,18,2,24,8,5,3,22,6,5,8,5,5,57,13,3,15,5,2,3,1,50,34,3,9,19,35,12,23,0,14,6,6,6,1,4,1,12,2,1,13,1,5,2,1,10,167,19,18,9,10,2,16,11,7,9,4,14,262,0,3,0,55,13,1,3,4,2,21,5,5,5,5,4,17,2,11,2,30,6,0,42,234,10,6,4,4,50,412,12,4,11,2,3,2,29,5,11,1,2,3,4,10,50,1,3,0,14,1,36,0,24,1,0,4,0,3,8,5,1,5,14,5,11,11,5,1,12,131,2,5,53,3,3,12,0,35,11,3,49,50,53,2,74,0,11,2,71,34,0,221,4,10,13,45,112,6,2,7,6,4,176,11,16,42,0,9,14,7,16,15,1,5,3,11,2,0,9,4,48,32,14,136,69,3,41,3,40,11,2,1,27,107,2,10,7,4,2,0,6,70,3,14
32,2,12,90,6,6,74,11,366,2,3,0,2,11,1,1,16,2,5,3,1,11,3,1,391,325,10,17,15,17,12,12,11,4,1,7,6,12,2,8,10,20,6,0,8,3,4,55,4,10,28,40,33,3,5,10,2,4,1,3,6,4,20,4,2,5,2,19,0,2,61,256,19,50,54,5,4,47,11,18,70,1,24,623,2,9,2,15,29,3,5,10,4,45,13,1,4,8,183,6,7,100,1,25,47,0,50,446,11,4,6,2,36,12,308,85,5,6,2,2,99,0,19,1,4,2,20,1,10,0,8,1,7,5,37,0,22,3,2,3,0,25,12,2,3,5,5,25,10,13,4,12,22,133,9,2,24,9,3,19,2,88,2,2,29,63,98,2,141,3,20,1,70,24,0,55,0,86,10,21,25,6,46,5,6,13,231,7,5,130,2,5,53,6,16,15,3,5,6,8,45,4,1,2,212,18,39,38,69,21,33,6,75,4,2,3,14,180,0,19,3,3,3,0,68,129,3,18
29,8,20,99,16,3,76,8,791,15,3,4,5,11,4,4,9,12,3,0,0,12,2,2,219,782,9,2,31,13,9,22,6,9,5,1,0,16,46,2,27,6,9,4,3,1,8,42,3,9,6,30,41,7,3,16,1,7,1,1,8,0,4,4,1,12,1,25,0,3,17,6,5,58,23,5,2,17,15,13,49,11,34,13,1,7,7,30,17,16,8,5,0,63,14,6,2,0,162,15,6,61,3,28,15,0,44,11,19,7,1,1,57,810,313,76,35,3,3,3,109,13,7,0,6,1,58,10,4,2,2,3,10,1,1,3,19,2,6,4,0,16,30,2,10,0,35,61,12,9,5,8,26,137,172,9,40,5,10,3,2,78,2,2,3,72,37,2,253,1,13,0,68,116,0,257,3,10,11,54,133,10,77,8,4,10,134,12,43,201,1,2,101,3,3,23,0,6,10,1,76,9,3,3,176,23,31,29,104,7,29,3,44,4,1,9,8,178,3,13,4,7,8,6,99,86,3,11
55,4,15,29,10,8,81,3,581,8,4,1,3,12,3,5,7,6,3,0,6,9,4,2,242,16,13,2,11,10,6,16,5,6,5,39,5,1,10,5,19,7,6,0,3,0,10,39,2,8,14,13,21,12,3,24,1,4,3,9,15,4,16,1,0,5,1,9,1,3,23,2,8,33,60,0,3,75,22,19,49,2,45,172,9,5,1,8,13,4,6,4,4,32,4,14,5,1,122,9,2,61,4,12,24,0,36,14,12,5,1,7,57,7,453,101,15,4,2,2,93,12,19,0,0,5,16,17,8,4,7,0,3,4,69,1,19,1,1,1,0,12,17,5,2,6,22,47,7,14,4,5,18,188,52,5,135,16,3,11,0,21,10,2,29,52,112,1,52,1,7,3,23,56,2,290,7,4,8,14,28,8,48,10,0,3,376,25,3,109,3,10,17,5,19,19,1,1,5,6,54,3,17,2,3,20,20,215,58,10,21,10,52,7,2,1,20,95,5,19,5,5,5,10,80,68,14,12
5,7,11,36,11,2,78,9,457,10,5,0,4,12,6,3,7,7,2,1,4,8,0,3,426,349,44,1,46,1,12,9,8,8,1,12,2,10,34,6,9,4,8,2,1,3,45,36,3,15,2,37,116,15,0,10,4,2,2,7,7,2,12,1,2,8,0,7,3,3,33,1,1,41,42,11,1,30,7,4,38,14,31,439,8,15,1,77,5,7,9,4,3,9,5,2,3,1,17,4,9,17,1,3,9,0,45,462,2,9,0,8,55,764,143,90,8,0,3,2,73,1,15,0,0,1,21,8,18,1,6,2,11,0,1,1,40,3,3,1,0,13,20,5,6,0,20,41,16,13,3,17,21,148,9,3,234,16,5,11,3,52,6,2,23,15,98,3,206,3,9,2,137,70,2,353,4,53,5,97,18,8,45,10,2,12,42,18,5,66,1,7,19,10,11,14,1,4,22,3,30,1,10,2,74,6,29,41,57,12,24,5,19,1,1,0,29,161,10,13,6,3,4,4,7,91,4,9
9,11,24,18,5,4,80,10,435,1,1,2,4,11,1,2,3,7,3,0,5,13,0,2,83,268,7,22,14,13,7,8,6,5,2,7,2,10,19,6,5,6,3,2,6,2,56,37,2,9,29,21,16,5,3,11,2,3,3,1,19,3,22,5,0,4,4,8,2,0,20,167,28,27,44,2,2,4,20,3,14,1,38,285,3,13,6,53,8,3,8,10,3,12,11,3,3,4,239,9,3,12,4,24,5,0,41,34,3,6,1,4,4,861,282,22,8,7,2,3,13,0,8,2,1,2,52,8,51,4,6,1,4,0,24,1,15,2,0,4,0,14,8,4,6,2,16,27,9,5,1,3,21,35,77,3,3,8,3,10,2,33,4,3,2,64,1,4,7,0,11,1,41,13,3,322,3,8,4,42,217,2,28,12,5,4,49,5,14,116,0,6,58,6,17,14,4,9,10,2,47,2,5,1,51,4,29,211,5,14,31,4,31,6,3,1,21,146,21,9,6,3,2,7,110,35,7,5
48,10,8,29,6,3,84,11,248,13,2,0,4,8,4,2,3,6,2,2,0,9,0,2,349,537,3,30,26,8,3,5,6,7,3,15,3,5,23,3,18,9,6,1,5,1,8,56,6,4,23,37,66,31,5,16,2,1,5,3,6,3,9,1,1,6,1,13,3,2,36,135,9,56,12,6,3,6,7,5,14,10,33,155,4,9,1,30,12,1,7,6,1,20,12,5,0,8,99,8,4,60,3,17,24,0,44,717,8,4,6,5,37,6,198,35,9,2,12,2,71,4,23,4,3,6,31,8,2,1,1,1,8,0,1,1,32,3,1,4,0,7,14,0,0,3,27,24,8,4,1,12,20,116,12,12,60,1,1,4,2,59,9,2,10,11,61,0,52,0,13,4,68,41,0,18,0,5,6,66,100,8,13,13,3,8,85,7,0,355,2,3,18,5,5,19,1,6,27,3,3,1,11,4,3,10,28,219,72,17,30,12,51,2,2,5,15,77,13,13,3,3,2,5,6,121,2,6
57,10,18,63,10,4,45,4,583,17,7,4,3,13,4,2,2,7,1,2,3,8,0,6,368,444,13,106,21,16,12,8,10,5,8,9,3,8,9,13,2,8,10,4,7,0,32,42,4,9,17,24,42,9,2,7,1,3,0,7,16,5,4,2,1,8,1,13,0,0,101,1,13,59,66,3,4,69,35,8,75,6,3,244,2,10,0,35,13,4,2,8,4,6,4,8,7,8,7,14,8,131,0,14,27,0,42,645,2,7,0,0,49,597,172,54,60,3,5,0,81,3,15,1,1,3,55,6,31,5,4,2,2,1,72,1,7,1,2,2,0,9,15,9,1,2,15,29,4,6,3,10,8,164,51,4,53,7,6,11,1,31,4,4,23,17,97,4,3,1,14,0,35,29,2,64,3,52,17,79,26,9,3,7,3,13,178,15,3,163,0,0,125,10,21,18,1,1,12,2,62,3,15,1,0,34,24,188,112,19,24,0,25,7,0,0,11,89,5,16,2,12,9,6,118,49,6,9
22,17,25,19,7,2,109,9,559,0,2,2,7,13,2,1,16,6,4,0,2,9,0,4,169,11,6,1,14,19,2,7,5,9,3,15,2,11,31,4,43,10,6,2,3,1,66,49,7,13,9,36,13,14,3,12,2,6,1,7,15,3,12,5,1,0,3,12,2,3,78,89,36,53,12,10,1,30,18,15,14,3,6,157,6,9,0,67,5,8,6,5,3,54,10,9,5,2,113,4,4,96,2,16,21,0,48,7,8,2,10,0,21,850,447,49,10,3,5,2,68,2,19,2,2,3,42,16,74,0,2,0,2,2,44,3,19,1,1,1,1,6,13,12,0,3,19,45,13,7,3,11,15,93,75,16,50,12,2,3,0,12,2,11,4,97,5,4,67,1,17,2,86,34,1,222,1,44,6,15,101,3,8,3,6,4,65,24,8,198,0,7,98,10,8,13,3,1,58,6,99,3,3,6,166,13,14,185,74,16,50,14,47,8,4,2,19,8,6,20,3,1,13,9,73,70,8,18
69,7,20,78,13,0,83,5,744,1,4,4,9,3,1,3,9,16,2,0,5,8,0,5,124,372,18,110,20,20,7,16,5,4,2,22,3,10,51,8,20,20,6,2,8,4,3,51,0,16,35,51,126,7,15,16,0,3,4,3,8,2,29,5,3,9,0,34,1,2,7,248,4,38,15,6,2,4,3,3,8,3,31,442,2,22,3,93,3,3,9,3,5,24,1,2,8,10,165,7,3,5,1,56,24,0,59,19,7,11,8,6,11,6,242,2,1,6,4,3,43,2,15,2,5,2,9,13,56,0,8,2,4,0,3,3,33,3,1,5,0,10,8,9,6,5,27,43,8,3,2,2,19,34,56,5,143,5,6,4,0,49,1,4,3,64,9,1,94,0,12,1,187,33,3,328,6,61,8,91,99,2,54,12,6,15,281,19,8,430,2,2,105,13,6,9,2,7,7,5,22,2,8,0,101,28,22,259,8,5,36,1,33,12,2,4,8,9,7,23,3,2,5,11,9,2,4,12
40,12,22,15,5,3,54,6,51,7,2,1,3,8,1,3,5,4,2,1,2,6,0,3,113,8,10,60,21,10,11,8,12,8,7,2,6,12,18,1,27,12,4,2,7,2,59,49,1,3,11,18,58,12,4,9,1,10,3,2,8,4,14,5,2,7,1,12,1,1,22,95,27,17,10,10,0,133,12,23,29,6,51,163,2,12,5,40,8,4,8,5,4,50,5,12,4,3,88,8,2,0,4,34,11,0,51,16,5,9,2,3,31,766,25,63,9,4,3,2,16,4,19,4,3,1,10,4,55,2,2,4,13,2,43,0,14,3,0,2,0,13,2,7,8,1,33,9,15,14,8,6,18,114,44,4,64,18,2,16,0,14,2,2,3,34,5,3,229,1,13,4,72,63,1,210,2,43,11,113,98,6,5,7,7,7,172,3,18,159,0,2,12,10,8,6,0,5,18,3,4,4,15,2,59,13,17,148,58,10,26,3,41,3,2,5,8,2,7,6,7,2,3,6,66,7,18,15
65,13,17,52,6,0,62,3,572,7,8,3,0,3,1,2,1,9,4,2,4,5,2,2,163,404,18,16,11,1,1,8,16,4,2,4,2,8,11,9,35,6,7,2,4,3,11,24,4,9,5,18,39,0,1,5,0,3,1,3,2,2,18,2,3,6,0,17,1,5,38,1,4,36,21,10,3,79,24,0,23,1,10,11,2,8,2,37,8,4,2,2,0,21,2,8,5,1,10,9,4,6,2,32,12,0,31,6,14,2,13,1,7,20,418,26,10,2,0,0,57,2,1,4,1,2,60,3,126,2,9,1,10,2,82,2,22,3,1,1,0,12,12,5,7,2,22,38,3,11,7,1,8,130,7,7,46,11,3,7,1,5,13,6,21,10,61,3,124,6,18,1,62,63,2,237,2,61,15,50,19,7,40,20,3,6,86,19,5,71,1,1,152,10,7,10,2,9,22,10,50,1,9,1,168,19,28,151,40,11,17,7,32,5,1,0,19,147,2,11,3,5,3,8,141,78,9,11
30,2,21,19,8,4,84,10,264,5,7,2,1,9,4,5,20,4,5,1,4,14,1,2,442,417,2,27,54,4,13,12,21,5,2,7,2,8,14,7,3,9,2,4,7,0,52,57,9,14,15,11,31,4,0,10,2,13,1,0,4,4,18,6,2,9,3,28,3,6,49,356,30,48,76,0,1,112,9,25,41,6,34,231,18,14,5,25,5,6,7,8,2,35,10,1,5,6,10,11,6,81,2,10,22,0,89,32,11,4,9,3,46,17,184,5,22,1,4,4,46,3,10,1,7,3,33,8,5,2,7,4,8,0,46,5,11,2,1,2,0,7,9,1,1,1,27,35,14,10,7,4,28,109,196,8,98,10,2,18,0,37,2,6,53,53,44,0,104,3,7,0,46,17,2,138,1,73,13,15,171,12,34,7,2,11,178,7,3,133,1,5,126,20,13,16,6,4,6,9,43,4,1,0,119,54,11,305,63,10,23,3,42,2,5,2,13,159,3,12,8,5,10,32,90,56,13,13
19,7,11,43,15,5,72,6,281,14,4,2,4,8,2,0,4,6,0,1,5,7,3,5,166,425,16,31,29,8,14,6,7,0,7,2,4,9,27,3,19,4,6,0,4,0,2,46,2,11,6,13,25,41,5,6,1,4,3,2,4,1,0,5,1,5,1,10,0,5,44,44,7,29,36,2,1,64,13,2,25,5,13,196,0,10,0,48,5,6,15,6,4,17,10,1,3,0,83,8,3,58,2,25,4,0,31,238,10,5,6,0,82,387,189,3,3,3,5,1,13,2,26,2,3,2,32,7,36,1,2,4,10,0,50,1,9,1,2,3,0,7,20,7,3,3,13,15,14,6,3,5,22,84,6,23,106,12,2,9,1,3,3,3,12,11,48,4,2,0,18,5,83,13,1,282,3,31,4,32,15,6,20,13,1,12,166,25,6,60,2,4,90,11,11,7,0,6,6,10,47,5,3,2,32,11,31,174,45,17,49,3,38,5,1,2,15,68,1,22,0,2,11,5,23,37,14,12
